0.4285714285714286,药物诱发性肝炎,自身免疫性肝炎
0.4444444444444444,原发性胆汁性肝硬变,原发性肝癌
0.6666666666666667,硬化性胆管炎,原发性硬化性胆管炎
0.2222222222222222,原发性胆汁性肝硬变,恶性小动脉性肾硬化
0.16666666666666663,肠假性梗阻,无症状性血尿
0.6,急性胆管炎,急性膀胱炎
0.5,酒精性肝炎,酒精性脂肪肝
0.5,急性浆液性肝肾炎,慢性间质性肾炎
1.0,酒精性肝炎,酒精性肝炎
0.7142857142857143,EB病毒性肝炎,慢性病毒性肝炎
0.30000000000000004,Dieulafoy病,Fabry病
1.0,胃溃疡,胃溃疡
0.4,嗜酸性胃炎,紫癜性肾炎
0.19999999999999996,胆管疾病,IgA肾病
0.4444444444444444,酒精性肝炎,非酒精性脂肪性肝病
0.33333333333333337,无结石胆囊炎,肾结石
1.0,克罗恩病,克罗恩病
1.0,溃疡性结肠炎,溃疡性结肠炎
0.33333333333333337,大肠机能障碍,大肠癌
0.6666666666666667,病毒性食管炎,反流性食管炎
1.0,肝硬化,肝硬化
0.5,腮腺炎,前列腺炎
0.4285714285714286,慢性根尖牙周炎,慢性肾小球肾炎
0.6,慢性胆管炎,慢性胰腺炎
0.8888888888888888,原发性胆汁性肝硬变,原发性胆汁性肝硬化
0.6,肝肺综合征,肾病综合征
0.5,口灼伤综合征,肠易激综合征
0.6,嗜酸性胃炎,急性胃炎
0.375,急性浆液性肝肾炎,急性肾盂肾盂
0.25,胃憩室,胃泌素瘤
0.5,急性浆液性肝肾炎,急性肾小球肾炎
0.6,嗜酸性胃炎,慢性胃炎
0.33333333333333337,腮腺炎,胰腺癌
0.4545454545454546,Alagille综合征,Alport综合征
0.625,急性浆液性肝肾炎,急性间质性肾炎
0.2222222222222222,巨食管,Barrett食管
0.36363636363636365,Alagille综合征,Fanconi综合征
0.2222222222222222,原发性胆汁性肝硬变,良性小动脉性肾硬化
0.5,胃炎,胃癌
0.6,急性胆管炎,急性胰腺炎
0.33333333333333337,改道性结肠炎,尿道炎
0.1428571428571429,肠脂肪肉芽肿症,典型胱氨酸尿症
0.6666666666666667,白喉性腹膜炎,结核性腹膜炎
0.2857142857142857,消化性溃疡病,非糜烂性反流病
0.5714285714285714,消化不良,功能性消化不良
0.1428571428571429, 胶原性结肠炎,无症状性蛋白尿
0.5,溃疡性结肠炎,溃疡性肠结核
0.33333333333333337,炎性肠病,增生性肠结核
0.6666666666666667,食管炎,食管癌
0.19999999999999996,胆管疾病,糖尿病肾病
0.4285714285714286,药物诱发性肝炎,药物性肝损伤
0.16666666666666663,黄色肉芽肿性胆囊炎,常染色体显性遗传型多囊肾
0.30000000000000004,急性浆液性肝肾炎,快速进展性肾小球肾炎
1.0,十二指肠溃疡,十二指肠溃疡
